02232, 3000
51005, 2000
01125,197211,194653,1.3,194656,6.0,21.2,10.9,51.5,67.3,30.0,0.3,1.3,0.1,1.0,3.1,64.6,79.7,3.3,5.9,84.7,26.2,12396,20.3,85559,63.3,25.4,148400,69175,2.61,22546,42311,19.7,4013,69787,0.3,10776,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,734,1321.76,147.3
01127,66661,67023,-0.5,67023,5.8,22.3,16.7,51.3,91.8,6.1,0.4,0.3,0.1,1.2,2.1,90.1,87.9,1.1,1.4,75.5,9.7,5535,28.8,30459,77.7,6.6,83600,25800,2.60,20516,37191,18.6,1315,15438,-2.5,3673,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,11,791.19,84.7
01129,17344,17583,-1.4,17581,5.7,24.8,15.1,50.7,66.0,25.1,7.6,0.1,0.1,1.1,1.0,65.4,91.9,0.5,0.9,78.0,9.3,957,32.1,8408,83.0,2.6,85200,6672,2.58,18824,36431,19.7,225,3536,3.8,1133,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,0,1080.21,16.3
01131,11482,11664,-1.6,11670,5.8,26.3,15.4,52.7,27.0,72.2,0.1,0.1,0.0,0.5,0.7,26.8,90.2,0.3,0.7,68.5,13.2,390,25.0,5554,76.8,6.0,54200,3732,3.02,12573,23491,38.5,208,1921,-26.9,888,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.50,13.1
01133,24327,24484,-0.6,24484,5.4,21.6,18.1,51.0,96.3,1.0,0.9,0.3,0.2,1.3,2.8,94.2,84.4,1.5,2.0,69.3,11.1,1871,25.2,13537,73.8,6.1,83700,9478,2.53,18055,33685,20.6,474,6433,-29.6,1744,2380,0.0,0.0,0.0,0.0,0.0,19.6,797845,165638,166709,6853,16564,2,612.98,39.9
02000,722718,710231,1.8,710231,7.5,26.1,8.1,48.1,67.9,3.6,14.9,5.6,1.1,7.0,5.8,63.7,78.6,7.2,16.5,90.7,27.0,71798,18.1,311201,64.7,24.6,229100,248248,2.68,30726,66521,9.5,19985,254734,24.3,53284,68728,1.5,10.0,3.1,0.3,0.0,25.9,8204030,4563605,9303387,13635,1851293,877,570640.95,1.2
02013,3172,3141,1.0,3141,3.3,11.5,5.8,32.8,25.1,7.4,25.2,37.8,0.6,3.9,12.8,14.1,60.7,72.2,80.7,64.1,9.6,59,4.3,745,59.2,11.8,121600,267,2.75,22279,54375,10.4,59,0,0.0,263,188,0.0,71.8,0.0,0.0,0.0,0.0,0,0,9326,3309,0,0,6981.94,0.4
02016,5504,5561,-1.0,5561,3.8,13.9,3.8,32.4,41.3,6.8,15.4,30.0,2.0,4.6,14.0,30.5,69.0,54.4,64.1,70.4,9.0,484,4.6,1881,36.3,30.9,163400,521,2.74,29920,72917,12.6,121,4786,16.4,276,285,0.0,0.0,0.0,0.0,0.0,26.3,634809,62073,46785,9823,14684,1,4390.28,1.3
02020,295570,291826,1.3,291826,7.5,25.7,7.6,49.3,67.6,5.9,8.2,8.4,2.1,7.7,7.9,62.1,77.0,9.2,16.3,91.9,33.0,30779,18.2,113467,61.7,35.3,269500,104315,2.66,34678,73004,7.9,8470,145065,28.6,19149,26726,2.5,5.7,5.3,0.0,3.1,30.2,0,2914025,4482714,16096,933301,447,1704.68,171.2
02050,17416,17013,2.4,17013,10.8,36.2,6.3,48.0,12.0,0.6,81.7,1.0,0.2,4.5,1.4,11.5,81.9,0.6,68.7,78.4,13.9,770,7.0,5962,61.3,13.9,153400,4291,3.88,18584,52214,18.6,207,3398,-2.2,1166,1238,0.0,54.7,0.0,0.0,0.0,20.8,0,3454,96755,5658,4091,7,40570.00,0.4
02060,1030,997,3.3,997,4.5,22.9,8.3,46.5,48.9,0.2,32.6,0.9,0.3,17.1,2.8,47.7,77.7,0.8,3.6,90.6,15.9,103,8.7,964,56.6,13.4,171100,410,2.56,31260,84000,5.0,65,319,-22.9,262,250,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12785,12823,13278,0,503.84,2.0
